id,type,slug,name,birthYear,deathYear,nationality,gender,character,director
Aitana Sánchez-Gijón,Biography,aitana-sanchez-gijon,Aitana Sánchez-Gijón,1968,0,Spain,Female identifying,"[{'ability': 'Able-bodied', 'age': '2: Late Middle Age (55-60)', 'assistedMobility': 'No', 'class': 'Upper Middle class', 'film': {'filmType': 'Fiction film', 'genre': 'Thriller', 'id': 'ES2023_034', 'production': {'country': 'Romania', 'share': 'Minority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2023}, 'slug': 'es2023-034-que-nadie-duerma', 'tags': 'friendship betrayal', 'title': {'english': 'Something Is About to Happen', 'native': 'Que nadie duerma'}}, 'gender': 'Female identifying', 'id': 'ES2023_034_01', 'origin': 'White Western European', 'profession': 'Employed', 'role': 'Supporting actor', 'sexuality': 'Heterosexual'}, {'ability': 'Able-bodied', 'age': '2: Late Middle Age (55-60)', 'assistedMobility': 'No', 'class': 'Upper Middle class', 'film': {'filmType': 'Fiction film', 'genre': 'Science Fiction', 'id': 'ES2023_019', 'production': {'country': 'Spain', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2010}, 'slug': 'es2023-019-mi-otro-jon', 'tags': 'technology', 'title': {'english': '', 'native': 'Mi otro Jon'}}, 'gender': 'Female identifying', 'id': 'ES2023_019_07', 'origin': 'White Western European', 'profession': 'Employed', 'role': 'Supporting actor', 'sexuality': 'Unknown'}]",
Aitor López de Aberásturi,Biography,aitor-lopez-de-aberasturi,Aitor López de Aberásturi,0,0,Spain,Male identifying,,"[{'filmType': 'Documentary', 'genre': 'Documentary – Participatory mode', 'id': 'ES2023_078', 'production': {'country': 'Spain', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2023}, 'slug': 'es2023-078-bidean-jarraituz', 'tags': 'high rank employment', 'title': {'english': '', 'native': 'Bidean jarraituz'}}]"
Aitor Merino,Biography,aitor-merino,Aitor Merino,1972,0,Spain,Male identifying,,"[{'filmType': 'Documentary', 'genre': 'Documentary – Observational mode', 'id': 'ES2021_042', 'production': {'country': 'Spain', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2021}, 'slug': 'es2021-042-fantasia', 'tags': 'marriage', 'title': {'english': '', 'native': 'Fantasía'}}]"
Aitzpea Goenaga,Biography,aitzpea-goenaga,Aitzpea Goenaga,1959,0,Spain,Female identifying,"[{'ability': 'Able-bodied', 'age': '3: Third Age (60-75)', 'assistedMobility': 'Unknown', 'class': 'Unknown', 'film': {'filmType': 'Fiction film', 'genre': 'Comedy', 'id': 'ES2019_025', 'production': {'country': 'France', 'share': 'Minority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2019}, 'slug': 'es2019-025-agur-etxebeste', 'tags': 'state institutions', 'title': {'english': '', 'native': 'Agur Etxebeste'}}, 'gender': 'Female identifying', 'id': 'ES2019_025_06', 'origin': 'White Western European', 'profession': 'Unknown', 'role': 'Supporting actor', 'sexuality': 'Unknown'}]",
Ajmer Singh,Biography,ajmer-singh,Ajmer Singh,1948,0,India,Male identifying,,
Ajoy Bose,Biography,ajoy-bose,Ajoy Bose,1952,0,India,Male identifying,,"[{'filmType': 'Documentary', 'genre': 'Documentary – Participatory mode', 'id': 'GB2021_049', 'production': {'country': 'United Kingdom of Great Britain and Northern Ireland (the)', 'share': 'Majority coproducer'}, 'release': {'type': 'First festival screening', 'year': 2021}, 'slug': 'gb2021-049-the-beatles-and-india', 'tags': 'cultural memory', 'title': {'english': '', 'native': 'The Beatles and India'}}]"
Akiko Hitomi,Biography,akiko-hitomi,Akiko Hitomi,1955,0,Japan,Female identifying,,
Akilas Karazisis,Biography,akilas-karazisis,Akilas Karazisis,1957,0,Greece,Male identifying,"[{'ability': 'Able-bodied', 'age': '3: Third Age (60-75)', 'assistedMobility': 'No', 'class': 'Lower Middle class', 'film': {'filmType': 'Fiction film', 'genre': 'Drama', 'id': 'ES2020_056', 'production': {'country': 'Greece', 'share': 'Minority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2020}, 'slug': 'es2020-056-una-ventana-al-mar', 'tags': 'separation', 'title': {'english': 'Window to the Sea', 'native': 'Una ventana al mar'}}, 'gender': 'Male identifying', 'id': 'ES2020_056_02', 'origin': 'White Western European', 'profession': 'Self-employed', 'role': 'Supporting actor', 'sexuality': 'Heterosexual'}]",
Al Gore,Biography,al-gore,Al Gore,1948,0,United States of America (the),Male identifying,,
Aladin Reibel,Biography,aladin-reibel,Aladin Reibel,1960,0,France,Male identifying,,
Aladár Horváth,Biography,aladar-horvath,Aladár Horváth,1964,0,Hungary,Male identifying,,
Alain Baraton,Biography,alain-baraton,Alain Baraton,1957,0,France,Male identifying,,
Alain Cavalier,Biography,alain-cavalier,Alain Cavalier,1931,0,France,Male identifying,,"[{'filmType': 'Documentary', 'genre': 'Documentary – Observational mode', 'id': 'FR2018_161', 'production': {'country': 'France', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2018}, 'slug': 'fr2018-161-six-portraits-xl-1-leon-et-guillaume', 'tags': 'urban', 'title': {'english': '', 'native': 'Six portraits XL 1: Léon et Guillaume'}}, {'filmType': 'Documentary', 'genre': 'Documentary – Performative mode', 'id': 'FR2019_102', 'production': {'country': 'France', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2019}, 'slug': 'fr2019-102-etre-vivant-et-le-savoir', 'tags': 'cross-gender friendship', 'title': {'english': ""Living and Knowing You're Alive"", 'native': 'Être vivant et le savoir'}}]"
Alain Chabat,Biography,alain-chabat,Alain Chabat,1958,0,France,Male identifying,"[{'ability': 'Able-bodied', 'age': '3: Third Age (60-75)', 'assistedMobility': 'No', 'class': 'Upper Middle class', 'film': {'filmType': 'Fiction film', 'genre': 'Comedy', 'id': 'FR2020_021', 'production': {'country': 'Belgium', 'share': 'Minority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2020}, 'slug': 'fr2020-021-jesuisla', 'tags': 'romance', 'title': {'english': '#Iamhere', 'native': '#jesuislà'}}, 'gender': 'Male identifying', 'id': 'FR2020_021_01', 'origin': 'White Western European', 'profession': 'Self-employed', 'role': 'Leading actor', 'sexuality': 'Heterosexual'}, {'ability': 'Able-bodied', 'age': '2: Late Middle Age (55-60)', 'assistedMobility': 'No', 'class': 'Upper Middle class', 'film': {'filmType': 'Fiction film', 'genre': 'Fantasy', 'id': 'FR2022_096', 'production': {'country': 'Belgium', 'share': 'Minority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2022}, 'slug': 'fr2022-096-incroyable-mais-vrai', 'tags': 'self-employment', 'title': {'english': 'Incredible But True', 'native': 'Incroyable mais vrai'}}, 'gender': 'Male identifying', 'id': 'FR2022_096_01', 'origin': 'White Western European', 'profession': 'Employed', 'role': 'Leading actor', 'sexuality': 'Heterosexual'}]",
Alain Chamfort,Biography,alain-chamfort,Alain Chamfort,1949,0,France,Male identifying,,
Alain Delon,Biography,alain-delon,Alain Delon,1935,2024,France,Male identifying,,
Alain Desjacques,Biography,alain-desjacques,Alain Desjacques,1956,2020,France,Male identifying,,
Alain Dion,Biography,alain-dion,Alain Dion,1957,0,France,Male identifying,,
Alain Dorval,Biography,alain-dorval,Alain Dorval,1946,2024,France,Male identifying,,
Alain Doutey,Biography,alain-doutey,Alain Doutey,1944,0,France,Male identifying,,
Alain Fleischer,Biography,alain-fleischer,Alain Fleischer,1944,0,France,Male identifying,,"[{'filmType': 'Documentary', 'genre': 'Documentary – Expository mode', 'id': 'FR2020_024', 'production': {'country': 'France', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2020}, 'slug': 'fr2020-024-j-ai-retrouve-christian-b', 'tags': 'self-employment', 'title': {'english': '', 'native': ""J'ai retrouvé Christian B.""}}]"
Alain Françon,Biography,alain-francon,Alain Françon,1945,0,France,Male identifying,,
Alain Gresh,Biography,alain-gresh,Alain Gresh,1948,0,France,Male identifying,,
Alain Gsponer,Biography,alain-gsponer,Alain Gsponer,1976,0,Switzerland,Male identifying,,"[{'filmType': 'Fiction film', 'genre': 'Comedy', 'id': 'DE2022_023', 'production': {'country': 'Germany', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2022}, 'slug': 'de2022-023-wolke-unterm-dach', 'tags': '', 'title': {'english': '', 'native': 'Wolke unterm Dach'}}]"
Alain Guillo,Biography,alain-guillo,Alain Guillo,0,0,France,Male identifying,,
Alain Guillon,Biography,alain-guillon,Alain Guillon,0,0,France,Male identifying,,"[{'filmType': 'Documentary', 'genre': 'Documentary – Observational mode', 'id': 'FR2020_035', 'production': {'country': 'France', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2020}, 'slug': 'fr2020-035-chut', 'tags': 'urban', 'title': {'english': '', 'native': 'Chut... !'}}]"
Alain Guiraudie,Biography,alain-guiraudie,Alain Guiraudie,1964,0,France,Male identifying,,"[{'filmType': 'Fiction film', 'genre': 'Drama', 'id': 'FR2022_043', 'production': {'country': 'France', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2022}, 'slug': 'fr2022-043-viens-je-t-emmene', 'tags': 'urban', 'title': {'english': ""Nobody's Hero"", 'native': ""Viens je t'emmène""}}]"
Alain Lenglet,Biography,alain-lenglet,Alain Lenglet,1954,0,France,Male identifying,,
Alain Libolt,Biography,alain-libolt,Alain Libolt,1943,0,France,Male identifying,,
Alain Parroni,Biography,alain-parroni,Alain Parroni,1992,0,Italy,Male identifying,,"[{'filmType': 'Fiction film', 'genre': 'Coming of Age', 'id': 'IT2023_073', 'production': {'country': 'Germany', 'share': 'Minority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2023}, 'slug': 'it2023-073-una-sterminata-domenica', 'tags': 'intergenerational conflict', 'title': {'english': 'An Endless Sunday', 'native': 'Una sterminata domenica'}}]"
Alain Raoust,Biography,alain-raoust,Alain Raoust,1966,0,France,Male identifying,,"[{'filmType': 'Fiction film', 'genre': 'Drama', 'id': 'FR2019_137', 'production': {'country': 'Portugal', 'share': 'Minority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2019}, 'slug': 'fr2019-137-reves-de-jeunesse', 'tags': 'parenthood', 'title': {'english': 'As Happy As Possible', 'native': 'Rêves de jeunesse'}}]"
Alain Rimoux,Biography,alain-rimoux,Alain Rimoux,1940,0,France,Male identifying,,
Alan Bennett,Biography,alan-bennett,Alan Bennett,1934,0,United Kingdom of Great Britain and Northern Ireland (the),Male identifying,,
Alan Cumming,Biography,alan-cumming,Alan Cumming,1965,0,United Kingdom of Great Britain and Northern Ireland (the),Male identifying,,
Alan De Luca,Biography,alan-de-luca,Alan De Luca,1955,0,Italy,Male identifying,,
Alan Ford,Biography,alan-ford,Alan Ford,1938,0,United Kingdom of Great Britain and Northern Ireland (the),Male identifying,"[{'ability': 'Chronic illness', 'age': '4: Fourth Age (>75)', 'assistedMobility': 'Yes', 'class': 'Middle class', 'film': {'filmType': 'Fiction film', 'genre': 'Drama', 'id': 'GB2018_037', 'production': {'country': 'United Kingdom of Great Britain and Northern Ireland (the)', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2018}, 'slug': 'gb2018-037-winter-ridge', 'tags': 'rural', 'title': {'english': '', 'native': 'Winter Ridge'}}, 'gender': 'Male identifying', 'id': 'GB2018_037_02', 'origin': 'White Western European', 'profession': 'Retired', 'role': 'Supporting actor', 'sexuality': 'Unknown'}]",
Alan Hinkes,Biography,alan-hinkes,Alan Hinkes,1954,0,United Kingdom of Great Britain and Northern Ireland (the),Male identifying,,
Alan Rickman,Biography,alan-rickman,Alan Rickman,1946,0,Unknown,Male identifying,,
Alan Rothwell,Biography,alan-rothwell,Alan Rothwell,1937,0,United Kingdom of Great Britain and Northern Ireland (the),Male identifying,,
Alan Smithee,Biography,alan-smithee,Alan Smithee,0,0,Unknown,Unknown,,"[{'filmType': 'Fiction film', 'genre': 'Comedy', 'id': 'IT2023_125', 'production': {'country': 'Italy', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2023}, 'slug': 'it2023-125-anatar', 'tags': 'natural', 'title': {'english': '', 'native': 'Anatar'}}]"
Alan Williams,Biography,alan-williams,Alan Williams,1954,0,United Kingdom of Great Britain and Northern Ireland (the),Male identifying,,
Alasdair Gray,Biography,alasdair-gray,Alasdair Gray,1934,2019,United Kingdom of Great Britain and Northern Ireland (the),Male identifying,,
Alaska,Biography,alaska,Alaska,1963,0,Spain,Female identifying,,
Alassane Diago,Biography,alassane-diago,Alassane Diago,1985,0,Senegal,Male identifying,,"[{'filmType': 'Documentary', 'genre': 'Documentary – Observational mode', 'id': 'FR2019_039', 'production': {'country': 'France', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2019}, 'slug': 'fr2019-039-rencontrer-mon-pere', 'tags': 'parenthood', 'title': {'english': 'Meeting my Father', 'native': 'Rencontrer mon père'}}]"
Alauda Ruiz de Azúa,Biography,alauda-ruiz-de-azua,Alauda Ruiz de Azúa,1978,0,Spain,Female identifying,,"[{'filmType': 'Fiction film', 'genre': 'Heimat', 'id': 'ES2022_016', 'production': {'country': 'Spain', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2022}, 'slug': 'es2022-016-cinco-lobitos', 'tags': 'independent home', 'title': {'english': 'Lullaby', 'native': 'Cinco lobitos'}}]"
Alba Cros,Biography,alba-cros,Alba Cros,1991,0,Spain,Female identifying,,"[{'filmType': 'Documentary', 'genre': 'Documentary – Participatory mode', 'id': 'ES2023_088', 'production': {'country': 'Spain', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2023}, 'slug': 'es2023-088-alteritats', 'tags': 'caregiving', 'title': {'english': 'Otherness', 'native': 'Alteritats'}}]"
Alba Sotorra,Biography,alba-sotorra,Alba Sotorra,1980,0,Spain,Female identifying,,"[{'filmType': 'Documentary', 'genre': 'Romance', 'id': 'ES2022_088', 'production': {'country': 'Spain', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2022}, 'slug': 'es2022-088-francesca-i-l-amor', 'tags': 'urban', 'title': {'english': '', 'native': ""Francesca i l'Amor""}}]"
Alban Teurlai,Biography,alban-teurlai,Alban Teurlai,1977,0,France,Male identifying,,"[{'filmType': 'Documentary', 'genre': 'Documentary – Observational mode', 'id': 'FR2019_086', 'production': {'country': 'France', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2019}, 'slug': 'fr2019-086-lourdes', 'tags': 'caregiving', 'title': {'english': 'Lourdes', 'native': 'Lourdes'}}]"
Albert Albacete,Biography,albert-albacete,Albert Albacete,0,0,Spain,Male identifying,,"[{'filmType': 'Documentary', 'genre': 'Documentary – Participatory mode', 'id': 'ES2021_037', 'production': {'country': 'Spain', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2021}, 'slug': 'es2021-037-the-man-who-wanted-to-see-it-all', 'tags': 'rural', 'title': {'english': '', 'native': 'The Man Who Wanted to See It All'}}]"
Albert Ceray,Biography,albert-ceray,Albert Ceray,1945,0,France,Male identifying,,
Albert Delpy,Biography,albert-delpy,Albert Delpy,1940,0,France,Male identifying,,
Albert Dray,Biography,albert-dray,Albert Dray,1946,0,France,Male identifying,,
Albert Dupontel,Biography,albert-dupontel,Albert Dupontel,1964,0,France,Male identifying,"[{'ability': 'Able-bodied', 'age': '2: Late Middle Age (55-60)', 'assistedMobility': 'No', 'class': 'Upper Middle class', 'film': {'filmType': 'Fiction film', 'genre': 'Comedy', 'id': 'FR2020_085', 'production': {'country': 'France', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2020}, 'slug': 'fr2020-085-adieu-les-cons', 'tags': 'state institutions', 'title': {'english': 'Bye Bye Morons', 'native': 'Adieu les cons'}}, 'gender': 'Male identifying', 'id': 'FR2020_086_01', 'origin': 'White Western European', 'profession': 'Employed', 'role': 'Director of the film', 'sexuality': 'Unknown'}]","[{'filmType': 'Fiction film', 'genre': 'Comedy', 'id': 'FR2020_085', 'production': {'country': 'France', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2020}, 'slug': 'fr2020-085-adieu-les-cons', 'tags': 'urban', 'title': {'english': 'Bye Bye Morons', 'native': 'Adieu les cons'}}]"
Albert Meslay,Biography,albert-meslay,Albert Meslay,1956,0,France,Male identifying,,"[{'filmType': 'Fiction film', 'genre': 'Anthology Films', 'id': 'FR2019_103', 'production': {'country': 'France', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2019}, 'slug': 'fr2019-103-salauds-de-pauvres', 'tags': 'precarity', 'title': {'english': 'Poor Bastards', 'native': 'Salauds de pauvres'}}]"
Albert Pintó,Biography,albert-pinto,Albert Pintó,1985,0,Spain,Male identifying,,"[{'filmType': 'Fiction film', 'genre': 'Horror', 'id': 'ES2020_002', 'production': {'country': 'Spain', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2020}, 'slug': 'es2020-002-malasana-32', 'tags': 'cultural memory', 'title': {'english': '32 Malasaña Street', 'native': 'Malasaña 32'}}]"
Albert Serra,Biography,albert-serra,Albert Serra,1975,0,Spain,Male identifying,,"[{'filmType': 'Fiction film', 'genre': 'Thriller', 'id': 'ES2022_023', 'production': {'country': 'France', 'share': 'Minority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2022}, 'slug': 'es2022-023-pacifiction', 'tags': 'natural', 'title': {'english': '', 'native': 'Pacifiction'}}, {'filmType': 'Fiction film', 'genre': 'Historical film (Heritage Film)', 'id': 'FR2019_150', 'production': {'country': 'Portugal', 'share': 'Minority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2019}, 'slug': 'fr2019-150-liberte', 'tags': 'desire', 'title': {'english': 'Liberté', 'native': 'Liberté'}}]"
