id,type,slug,name,birthYear,deathYear,nationality,gender,character,director
Aitor López de Aberásturi,person,aitor-lopez-de-aberasturi,Aitor López de Aberásturi,0,0,Spain,Male identifying,,"[{'filmType': 'Documentary', 'genre': 'Metacinema', 'id': 'ES2023_078', 'production': {'country': 'ES', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2023}, 'slug': 'es2023-078-bidean-jarraituz', 'tags': 'cultural memory', 'title': {'english': '', 'native': 'Bidean jarraituz'}}]"
Aitor Merino,person,aitor-merino,Aitor Merino,1972,0,Spain,Male identifying,,"[{'filmType': 'Documentary', 'genre': 'Documentary – Observational mode', 'id': 'ES2021_042', 'production': {'country': 'ES', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2021}, 'slug': 'es2021-042-fantasia', 'tags': 'well-being', 'title': {'english': '', 'native': 'Fantasía'}}]"
Aitzpea Goenaga,person,aitzpea-goenaga,Aitzpea Goenaga,1959,0,Spain,Female identifying,"[{'ability': 'Able-bodied', 'age': '3: Third Age (60-75)', 'assistedMobility': 'Unknown', 'class': 'Unknown', 'film': {'filmType': 'Fiction film', 'genre': 'Comedy', 'id': 'ES2019_025', 'production': {'country': 'FR', 'share': 'Minority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2019}, 'slug': 'es2019-025-agur-etxebeste', 'tags': 'state institutions', 'title': {'english': '', 'native': 'Agur Etxebeste'}}, 'gender': 'Female identifying', 'id': 'ES2019_025_06', 'origin': 'White Western European', 'profession': 'Unknown', 'role': 'Unknown', 'sexuality': 'Unknown'}]",
Ajmer Singh,person,ajmer-singh,Ajmer Singh,1948,0,India,Male identifying,,
Ajoy Bose,person,ajoy-bose,Ajoy Bose,1952,0,India,Male identifying,,"[{'filmType': 'Documentary', 'genre': 'Musical', 'id': 'GB2021_049', 'production': {'country': 'GB', 'share': 'Majority coproducer'}, 'release': {'type': 'First festival screening', 'year': 2021}, 'slug': 'gb2021-049-the-beatles-and-india', 'tags': 'personal memory', 'title': {'english': '', 'native': 'The Beatles and India'}}]"
Akiko Hitomi,person,akiko-hitomi,Akiko Hitomi,1955,0,Japan,Female identifying,,
Akilas Karazisis,person,akilas-karazisis,Akilas Karazisis,1957,0,Greece,Male identifying,"[{'ability': 'Able-bodied', 'age': '3: Third Age (60-75)', 'assistedMobility': 'No', 'class': 'Lower Middle class', 'film': {'filmType': 'Fiction film', 'genre': 'Drama', 'id': 'ES2020_056', 'production': {'country': 'GR', 'share': 'Minority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2020}, 'slug': 'es2020-056-una-ventana-al-mar', 'tags': 'separation', 'title': {'english': 'Window to the Sea', 'native': 'Una ventana al mar'}}, 'gender': 'Male identifying', 'id': 'ES2020_056_02', 'origin': 'White Western European', 'profession': 'Self-employed', 'role': 'Unknown', 'sexuality': 'Heterosexual'}]",
Al Gore,person,al-gore,Al Gore,1948,0,United States of America (the),Male identifying,,
Aladin Reibel,person,aladin-reibel,Aladin Reibel,1960,0,France,Male identifying,,
Aladár Horváth,person,aladar-horvath,Aladár Horváth,1964,0,Hungary,Male identifying,,
Alain Baraton,person,alain-baraton,Alain Baraton,1957,0,France,Male identifying,,
Alain Cavalier,person,alain-cavalier,Alain Cavalier,1931,0,France,Male identifying,,"[{'filmType': 'Documentary', 'genre': 'Documentary – Performative mode', 'id': 'FR2018_161', 'production': {'country': 'FR', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2018}, 'slug': 'fr2018-161-six-portraits-xl-1-leon-et-guillaume', 'tags': 'daily routine', 'title': {'english': '', 'native': 'Six portraits XL 1: Léon et Guillaume'}}, {'filmType': 'Documentary', 'genre': 'Documentary – Performative mode', 'id': 'FR2019_102', 'production': {'country': 'FR', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2019}, 'slug': 'fr2019-102-etre-vivant-et-le-savoir', 'tags': 'cross-gender friendship', 'title': {'english': ""Living and Knowing You're Alive"", 'native': 'Être vivant et le savoir'}}]"
Alain Chabat,person,alain-chabat,Alain Chabat,1958,0,France,Male identifying,"[{'ability': 'Able-bodied', 'age': '2: Late Middle Age (55-60)', 'assistedMobility': 'No', 'class': 'Upper Middle class', 'film': {'filmType': 'Fiction film', 'genre': 'Fantasy', 'id': 'FR2022_096', 'production': {'country': 'BE', 'share': 'Minority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2022}, 'slug': 'fr2022-096-incroyable-mais-vrai', 'tags': 'self-employment', 'title': {'english': 'Incredible But True', 'native': 'Incroyable mais vrai'}}, 'gender': 'Male identifying', 'id': 'FR2022_096_01', 'origin': 'White Western European', 'profession': 'Employed', 'role': 'Unknown', 'sexuality': 'Heterosexual'}, {'ability': 'Able-bodied', 'age': '3: Third Age (60-75)', 'assistedMobility': 'No', 'class': 'Upper Middle class', 'film': {'filmType': 'Fiction film', 'genre': 'Comedy', 'id': 'FR2020_021', 'production': {'country': 'BE', 'share': 'Minority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2020}, 'slug': 'fr2020-021-jesuisla', 'tags': 'romance', 'title': {'english': '#Iamhere', 'native': '#jesuislà'}}, 'gender': 'Male identifying', 'id': 'FR2020_021_01', 'origin': 'White Western European', 'profession': 'Self-employed', 'role': 'Unknown', 'sexuality': 'Heterosexual'}]",
Alain Chamfort,person,alain-chamfort,Alain Chamfort,1949,0,France,Male identifying,,
Alain Delon,person,alain-delon,Alain Delon,1935,2024,France,Male identifying,,
Alain Desjacques,person,alain-desjacques,Alain Desjacques,1956,2020,France,Male identifying,,
Alain Dion,person,alain-dion,Alain Dion,1957,0,France,Male identifying,,
Alain Dorval,person,alain-dorval,Alain Dorval,1946,2024,France,Male identifying,,
Alain Doutey,person,alain-doutey,Alain Doutey,1944,0,France,Male identifying,,
Alain Fleischer,person,alain-fleischer,Alain Fleischer,1944,0,France,Male identifying,,"[{'filmType': 'Documentary', 'genre': 'Documentary – Expository mode', 'id': 'FR2020_024', 'production': {'country': 'FR', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2020}, 'slug': 'fr2020-024-j-ai-retrouve-christian-b', 'tags': 'self-employment', 'title': {'english': '', 'native': ""J'ai retrouvé Christian B.""}}]"
Alain Françon,person,alain-francon,Alain Françon,1945,0,France,Male identifying,,
Alain Gresh,person,alain-gresh,Alain Gresh,1948,0,France,Male identifying,,
Alain Gsponer,person,alain-gsponer,Alain Gsponer,1976,0,Switzerland,Male identifying,,"[{'filmType': 'Fiction film', 'genre': 'Comedy', 'id': 'DE2022_023', 'production': {'country': 'DE', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2022}, 'slug': 'de2022-023-wolke-unterm-dach', 'tags': '', 'title': {'english': '', 'native': 'Wolke unterm Dach'}}]"
Alain Guillo,person,alain-guillo,Alain Guillo,0,0,France,Male identifying,,
Alain Guillon,person,alain-guillon,Alain Guillon,0,0,France,Male identifying,,"[{'filmType': 'Documentary', 'genre': 'Documentary – Observational mode', 'id': 'FR2020_035', 'production': {'country': 'FR', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2020}, 'slug': 'fr2020-035-chut', 'tags': 'elderhood (friendship among elders)', 'title': {'english': '', 'native': 'Chut... !'}}]"
Alain Guiraudie,person,alain-guiraudie,Alain Guiraudie,1964,0,France,Male identifying,,"[{'filmType': 'Fiction film', 'genre': 'Comedy', 'id': 'FR2022_043', 'production': {'country': 'BE', 'share': 'Minority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2022}, 'slug': 'fr2022-043-viens-je-t-emmene', 'tags': 'sex', 'title': {'english': ""Nobody's Hero"", 'native': ""Viens je t'emmène""}}]"
Alain Lenglet,person,alain-lenglet,Alain Lenglet,1954,0,France,Male identifying,,
Alain Libolt,person,alain-libolt,Alain Libolt,1943,0,France,Male identifying,,
Alain Parroni,person,alain-parroni,Alain Parroni,1992,0,Italy,Male identifying,,"[{'filmType': 'Fiction film', 'genre': 'Coming of Age', 'id': 'IT2023_073', 'production': {'country': 'DE', 'share': 'Minority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2023}, 'slug': 'it2023-073-una-sterminata-domenica', 'tags': 'intergenerational conflict', 'title': {'english': 'An Endless Sunday', 'native': 'Una sterminata domenica'}}]"
Alain Raoust,person,alain-raoust,Alain Raoust,1966,0,France,Male identifying,,"[{'filmType': 'Fiction film', 'genre': 'Drama', 'id': 'FR2019_137', 'production': {'country': 'PT', 'share': 'Minority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2019}, 'slug': 'fr2019-137-reves-de-jeunesse', 'tags': 'rural', 'title': {'english': 'As Happy As Possible', 'native': 'Rêves de jeunesse'}}]"
Alain Rimoux,person,alain-rimoux,Alain Rimoux,1940,0,France,Male identifying,,
Alan Bennett,person,alan-bennett,Alan Bennett,1934,0,United Kingdom of Great Britain and Northern Ireland (the),Male identifying,,
Alan Cumming,person,alan-cumming,Alan Cumming,1965,0,United Kingdom of Great Britain and Northern Ireland (the),Male identifying,,
Alan De Luca,person,alan-de-luca,Alan De Luca,1955,0,Italy,Male identifying,,
Alan Ford,person,alan-ford,Alan Ford,1938,0,United Kingdom of Great Britain and Northern Ireland (the),Male identifying,"[{'ability': 'Chronic illness', 'age': '4: Fourth Age (>75)', 'assistedMobility': 'Yes', 'class': 'Middle class', 'film': {'filmType': 'Fiction film', 'genre': 'Drama', 'id': 'GB2018_037', 'production': {'country': 'GB', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2018}, 'slug': 'gb2018-037-winter-ridge', 'tags': 'rural', 'title': {'english': '', 'native': 'Winter Ridge'}}, 'gender': 'Male identifying', 'id': 'GB2018_037_02', 'origin': 'White Western European', 'profession': 'Retired', 'role': 'Unknown', 'sexuality': 'Unknown'}]",
Alan Hinkes,person,alan-hinkes,Alan Hinkes,1954,0,United Kingdom of Great Britain and Northern Ireland (the),Male identifying,,
Alan Rickman,person,alan-rickman,Alan Rickman,1946,0,Unknown,Male identifying,,
Alan Rothwell,person,alan-rothwell,Alan Rothwell,1937,0,United Kingdom of Great Britain and Northern Ireland (the),Male identifying,,
Alan Smithee,person,alan-smithee,Alan Smithee,0,0,Unknown,Unknown,,"[{'filmType': 'Fiction film', 'genre': 'Comedy', 'id': 'IT2023_125', 'production': {'country': 'IT', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2023}, 'slug': 'it2023-125-anatar', 'tags': 'natural', 'title': {'english': '', 'native': 'Anatar'}}]"
Alan Williams,person,alan-williams,Alan Williams,1954,0,United Kingdom of Great Britain and Northern Ireland (the),Male identifying,,
Alasdair Gray,person,alasdair-gray,Alasdair Gray,1934,2019,United Kingdom of Great Britain and Northern Ireland (the),Male identifying,,
Alaska,person,alaska,Alaska,1963,0,Spain,Female identifying,,
Alassane Diago,person,alassane-diago,Alassane Diago,1985,0,Senegal,Male identifying,,"[{'filmType': 'Documentary', 'genre': 'Documentary – Observational mode', 'id': 'FR2019_039', 'production': {'country': 'FR', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2019}, 'slug': 'fr2019-039-rencontrer-mon-pere', 'tags': 'parenthood', 'title': {'english': 'Meeting my Father', 'native': 'Rencontrer mon père'}}]"
Alauda Ruiz de Azúa,person,alauda-ruiz-de-azua,Alauda Ruiz de Azúa,1978,0,Spain,Female identifying,,"[{'filmType': 'Fiction film', 'genre': 'Heimat', 'id': 'ES2022_016', 'production': {'country': 'ES', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2022}, 'slug': 'es2022-016-cinco-lobitos', 'tags': 'marriage', 'title': {'english': 'Lullaby', 'native': 'Cinco lobitos'}}]"
Alba Cros,person,alba-cros,Alba Cros,1991,0,Spain,Female identifying,,"[{'filmType': 'Documentary', 'genre': 'Documentary – Participatory mode', 'id': 'ES2023_088', 'production': {'country': 'ES', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2023}, 'slug': 'es2023-088-alteritats', 'tags': 'daily routine', 'title': {'english': 'Otherness', 'native': 'Alteritats'}}]"
Alba Sotorra,person,alba-sotorra,Alba Sotorra,1980,0,Spain,Female identifying,,"[{'filmType': 'Documentary', 'genre': 'Documentary – Observational mode', 'id': 'ES2022_088', 'production': {'country': 'ES', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2022}, 'slug': 'es2022-088-francesca-i-l-amor', 'tags': 'homosociality', 'title': {'english': '', 'native': ""Francesca i l'Amor""}}]"
Alban Teurlai,person,alban-teurlai,Alban Teurlai,1977,0,France,Male identifying,,"[{'filmType': 'Documentary', 'genre': 'Documentary – Observational mode', 'id': 'FR2019_086', 'production': {'country': 'FR', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2019}, 'slug': 'fr2019-086-lourdes', 'tags': 'pilgrimage', 'title': {'english': 'Lourdes', 'native': 'Lourdes'}}]"
Albert Albacete,person,albert-albacete,Albert Albacete,0,0,Spain,Male identifying,,"[{'filmType': 'Documentary', 'genre': 'Documentary – Participatory mode', 'id': 'ES2021_037', 'production': {'country': 'ES', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2021}, 'slug': 'es2021-037-the-man-who-wanted-to-see-it-all', 'tags': 'personal memory', 'title': {'english': '', 'native': 'The Man Who Wanted to See It All'}}]"
Albert Ceray,person,albert-ceray,Albert Ceray,1945,0,France,Male identifying,,
Albert Delpy,person,albert-delpy,Albert Delpy,1940,0,France,Male identifying,,
Albert Dray,person,albert-dray,Albert Dray,1946,0,France,Male identifying,,
Albert Dupontel,person,albert-dupontel,Albert Dupontel,1964,0,France,Male identifying,"[{'ability': 'Able-bodied', 'age': '2: Late Middle Age (55-60)', 'assistedMobility': 'No', 'class': 'Upper Middle class', 'film': {'filmType': 'Fiction film', 'genre': 'Comedy', 'id': 'FR2020_085', 'production': {'country': 'FR', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2020}, 'slug': 'fr2020-085-adieu-les-cons', 'tags': 'state institutions', 'title': {'english': 'Bye Bye Morons', 'native': 'Adieu les cons'}}, 'gender': 'Male identifying', 'id': 'FR2020_086_01', 'origin': 'White Western European', 'profession': 'Employed', 'role': 'Unknown', 'sexuality': 'Unknown'}]","[{'filmType': 'Fiction film', 'genre': 'Drama', 'id': 'FR2020_085', 'production': {'country': 'FR', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2020}, 'slug': 'fr2020-085-adieu-les-cons', 'tags': 'search for meaning', 'title': {'english': 'Bye Bye Morons', 'native': 'Adieu les cons'}}]"
Albert Meslay,person,albert-meslay,Albert Meslay,1956,0,France,Male identifying,,"[{'filmType': 'Fiction film', 'genre': 'Anthology Films', 'id': 'FR2019_103', 'production': {'country': 'FR', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2019}, 'slug': 'fr2019-103-salauds-de-pauvres', 'tags': 'class solidarity', 'title': {'english': 'Poor Bastards', 'native': 'Salauds de pauvres'}}]"
Albert Pintó,person,albert-pinto,Albert Pintó,1985,0,Spain,Male identifying,,"[{'filmType': 'Fiction film', 'genre': 'Horror', 'id': 'ES2020_002', 'production': {'country': 'FR', 'share': 'Minority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2020}, 'slug': 'es2020-002-malasana-32', 'tags': 'urban', 'title': {'english': '32 Malasaña Street', 'native': 'Malasaña 32'}}]"
Albert Serra,person,albert-serra,Albert Serra,1975,0,Spain,Male identifying,,"[{'filmType': 'Fiction film', 'genre': 'Thriller', 'id': 'ES2022_023', 'production': {'country': 'DE', 'share': 'Minority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2022}, 'slug': 'es2022-023-pacifiction', 'tags': 'national identity', 'title': {'english': '', 'native': 'Pacifiction'}}, {'filmType': 'Fiction film', 'genre': 'Historical film (Heritage Film)', 'id': 'FR2019_150', 'production': {'country': 'FR', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2019}, 'slug': 'fr2019-150-liberte', 'tags': 'desire', 'title': {'english': 'Liberté', 'native': 'Liberté'}}]"
Albert von Schirnding,person,albert-von-schirnding,Albert von Schirnding,1935,0,Germany,Male identifying,,
Alberte Mera,person,alberte-mera,Alberte Mera,1987,0,Spain,Male identifying,,"[{'filmType': 'Documentary', 'genre': 'Documentary – Performative mode', 'id': 'ES2020_054', 'production': {'country': 'ES', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2020}, 'slug': 'es2020-054-reboiras-accion-e-corazon', 'tags': 'activism', 'title': {'english': '', 'native': 'Reboiras. Acción e corazón'}}]"
Alberto Bellocchio,person,alberto-bellocchio,Alberto Bellocchio,1936,0,Italy,Male identifying,,
Alberto De Michele,person,alberto-de-michele,Alberto De Michele,1980,0,Italy,Male identifying,,"[{'filmType': 'Fiction film', 'genre': 'Action', 'id': 'IT2022_055', 'production': {'country': 'IT', 'share': 'Majority coproducer'}, 'release': {'type': 'First festival screening', 'year': 2022}, 'slug': 'it2022-055-the-last-ride-of-the-wolves', 'tags': 'elderhood', 'title': {'english': 'The Last Ride of the Wolves', 'native': 'The Last Ride of the Wolves'}}]"
Alberto Di Stasio,person,alberto-di-stasio,Alberto Di Stasio,1950,0,Italy,Male identifying,"[{'ability': 'Able-bodied', 'age': '3: Third Age (60-75)', 'assistedMobility': 'No', 'class': 'Lower Middle class', 'film': {'filmType': 'Fiction film', 'genre': 'Drama', 'id': 'IT2020_050', 'production': {'country': 'IT', 'share': 'Majority coproducer'}, 'release': {'type': 'Theatrical release', 'year': 2020}, 'slug': 'it2020-050-la-partita', 'tags': 'superior-employee relationship', 'title': {'english': 'The Match', 'native': 'La partita'}}, 'gender': 'Male identifying', 'id': 'IT2020_050_02', 'origin': 'White Western European', 'profession': 'Employed', 'role': 'Leading actor', 'sexuality': 'Heterosexual'}]",
